TX,0.283382870,291231.412528345,4642251.540169396,1.200000000,2123,11,1
TX,0.380648923,291746.020797660,4641525.793049248,1.200000000,1184,11,1
TX,0.390682900,298632.583376401,4639862.583286894,1.200000000,585,12,1
TX,0.415177337,291873.822322117,4642570.530432739,1.200000000,127,12,1
TX,0.718520732,291247.616679408,4641257.715638776,1.200000000,783,9,1
TX,0.839747505,290911.116119990,4642166.541919444,1.200000000,998,10,1
TX,0.854190852,287473.205015738,4641223.432507467,1.200000000,1786,12,1
TX,0.881458442,291898.402340878,4642582.580752281,1.200000000,1885,12,1
TX,0.958969816,290592.613338308,4642459.606566009,1.200000000,230,12,1
TX,0.959071726,277945.145384649,4632424.880563736,1.200000000,2009,12,1
TX,0.979952934,290958.296031089,4641327.887215189,1.200000000,2039,8,1
TX,0.992432470,295148.811493665,4642718.108386192,1.200000000,425,9,1
TX,1.033003049,298377.996604677,4636459.725534108,1.200000000,2669,12,1
TX,1.065671169,289944.348179464,4642821.709286531,1.200000000,1261,12,1
TX,1.133369220,291537.067147136,4641343.759729992,1.200000000,2825,11,1
TX,1.150244506,271628.917363830,4630635.127392419,1.200000000,2230,12,1
TX,1.382929782,291054.735220456,4644050.956809888,1.200000000,2271,12,1
TX,1.423358078,288185.852924154,4634727.068247618,1.200000000,1602,12,1
TX,1.462934982,293044.443016457,4642562.826324815,1.200000000,1417,12,1
TX,1.580229524,290349.339039973,4640372.410683972,1.200000000,465,7,1
TX,1.619576275,290548.061622177,4644693.854671055,1.200000000,27,12,1
TX,1.723536117,294230.950960937,4650427.663238857,1.200000000,340,12,1
TX,2.014439510,299783.320415413,4630293.180518406,1.200000000,149,12,1
TX,2.034994802,293716.121115525,4645342.260429969,1.200000000,601,12,1
TX,2.052866277,293262.408092350,4643146.794262206,1.200000000,859,12,1
TX,2.082643968,290800.445898041,4642165.170643781,1.200000000,717,10,1
TX,2.130108034,289918.995296326,4642385.327211713,1.200000000,2299,10,1
TX,2.150501065,275380.480749042,4631449.635804601,1.200000000,1828,12,1
TX,2.415462048,291991.878377005,4643713.289118289,1.200000000,836,12,1
TX,2.462203174,289225.378756767,4642063.429007284,1.200000000,1076,8,1
TX,2.642227883,291443.423586861,4642103.835441701,1.200000000,814,11,1
TX,2.689770599,292324.751315761,4643322.419441954,1.200000000,2560,12,1
TX,2.718525907,289225.200197915,4642080.631729580,1.200000000,2860,9,1
TX,2.799021169,292525.064852909,4642910.030696966,1.200000000,793,12,1
TX,2.820762849,290683.971335645,4641289.191462340,1.200000000,167,7,1
TX,2.871499908,290347.015018321,4642317.901133549,1.200000000,2538,11,1
TX,2.888045436,295607.795312606,4645586.880062619,1.200000000,2417,12,1
TX,2.913500579,292745.320835920,4641902.318331586,1.200000000,2338,12,1
TX,3.058219662,293475.884176572,4645040.896834206,1.200000000,2100,12,1
TX,3.453949028,292282.700219574,4642058.004948049,1.200000000,2267,12,1
TX,3.824124554,291993.439635796,4643717.608158944,1.200000000,2054,12,1
TX,3.889968178,295151.815790954,4642725.496608859,1.200000000,2852,9,1
TX,3.959512483,292035.110873133,4641752.221738194,1.200000000,884,12,1
TX,4.047783706,292486.458146079,4643010.607978403,1.200000000,879,12,1
TX,4.112886580,290534.052726870,4635619.936977675,1.200000000,2109,12,1
TX,4.120561191,291722.953782153,4642162.792636764,1.200000000,612,12,1
TX,4.131461996,289187.927562578,4640412.271223946,1.200000000,2129,7,1
TX,4.407126111,291740.844410024,4639239.209966827,1.200000000,168,12,1
TX,4.760718459,290994.224830959,4639048.441517601,1.200000000,1683,12,1
TX,4.834317999,291243.913019062,4642268.793589855,1.200000000,2838,11,1
TX,5.017805831,290778.509599322,4641325.036591602,1.200000000,633,7,1
TX,5.082145742,292702.236719266,4641834.995933052,1.200000000,808,12,1
TX,5.138401796,290634.974477091,4646618.767222377,1.200000000,2601,12,1
TX,5.243306977,290957.273493453,4642046.028375932,1.200000000,1023,10,1
TX,5.293570249,292538.360787861,4642919.185034273,1.200000000,1100,12,1
TX,5.528937384,291107.186915832,4642464.517629568,1.200000000,592,12,1
TX,5.630291013,292028.306996803,4644001.235945066,1.200000000,963,12,1
TX,5.876681749,291303.238029411,4641984.287254516,1.200000000,2182,10,1
TX,6.137166166,293038.390747366,4643298.001235783,1.200000000,1831,12,1
TX,6.253588781,292668.528867644,4641034.818979929,1.200000000,1744,12,1
TX,6.330453911,282701.734887020,4640564.761563942,1.200000000,2598,12,1
TX,6.407490031,294173.205863044,4650480.852624857,1.200000000,710,12,1
TX,6.561784950,294192.543943645,4646801.655403641,1.200000000,2141,12,1
TX,6.770060027,289369.260928673,4645546.320716146,1.200000000,1570,12,1
TX,7.040302447,294973.708852692,4642702.445818666,1.200000000,1599,8,1
TX,7.176341370,293785.371076975,4639821.466640977,1.200000000,1934,12,1
TX,7.218512473,291824.576575613,4642551.840938607,1.200000000,971,12,1
TX,7.381857544,292183.047304301,4641884.149387849,1.200000000,1392,12,1
TX,7.449990056,289522.880103153,4643473.623549262,1.200000000,1834,12,1
TX,7.450196670,290904.205681455,4642004.567802690,1.200000000,536,9,1
TX,7.604322974,293267.712918447,4642905.698980285,1.200000000,2040,12,1
TX,7.731372934,273712.156266803,4630643.583161818,1.200000000,2248,12,1
TX,7.757461190,290890.468672813,4638691.380170090,1.200000000,251,11,1
TX,7.965499757,291946.766837111,4642577.151282049,1.200000000,2761,12,1
TX,7.991073155,290929.403484669,4638649.004007181,1.200000000,48,12,1
TX,8.129102850,273687.719333129,4630658.603842920,1.200000000,211,12,1
TX,8.164270943,290481.948936610,4641416.355661052,1.200000000,74,7,1
TX,8.226687067,289898.335256172,4642928.756278660,1.200000000,2287,12,1
TX,8.227188305,291947.663859582,4642588.143832804,1.200000000,2573,12,1
TX,8.330551845,292241.306217427,4643500.396452495,1.200000000,937,12,1
TX,8.542232768,291746.003065955,4639890.506499830,1.200000000,1748,11,1
TX,8.995903928,294292.298107378,4644161.849835786,1.200000000,1363,12,1
TX,9.184065859,291523.845021778,4641546.363306764,1.200000000,2167,9,1
TX,9.299667606,292591.065974355,4641973.042329911,1.200000000,2207,12,1
TX,9.339516852,295858.758870563,4643749.478359805,1.200000000,1141,12,1
TX,9.432355235,291110.578001097,4644034.018440508,1.200000000,2266,12,1
TX,9.589903590,287443.774189805,4621372.817085070,1.200000000,375,12,1
TX,9.726828761,291072.107552690,4643537.635715968,1.200000000,2739,12,1
TX,9.770309257,292737.663579768,4644335.902948616,1.200000000,2331,12,1
TX,9.995665885,290451.232260761,4642284.040590820,1.200000000,1056,11,1
TX,10.070916240,289684.205688297,4638750.197253778,1.200000000,1904,12,1
