TX,0.129735313,290651.957011262,4641264.844388179,1.200000000,367,7,1
TX,0.130641885,295296.033946487,4642559.835768419,1.200000000,1115,7,1
TX,0.331951880,283428.187125648,4634298.921794629,1.200000000,1106,12,1
TX,0.772137814,292414.794342940,4636821.536662852,1.200000000,1086,12,1
TX,0.852075539,290486.375302600,4640626.037357022,1.200000000,176,7,1
TX,0.963997491,288911.023734368,4642963.733790755,1.200000000,575,12,1
TX,1.233791968,290785.592927739,4634101.615537865,1.200000000,1336,12,1
TX,1.647436046,290278.199587842,4641320.559584845,1.200000000,1446,7,1
TX,1.711031155,291090.612161825,4641038.103897570,1.200000000,425,8,1
TX,1.971892339,289267.463836773,4640454.178614673,1.200000000,823,7,1
TX,2.072932345,290407.226623706,4641803.251550740,1.200000000,17,7,1
TX,2.259166438,292989.001504117,4641797.615306520,1.200000000,831,12,1
TX,2.321030684,295261.266447156,4641916.927337361,1.200000000,395,7,1
TX,2.447949957,290972.363436298,4644082.066874803,1.200000000,453,12,1
TX,2.556859662,298992.738203983,4635552.282847824,1.200000000,524,12,1
TX,2.634506823,293878.795756983,4640682.865800071,1.200000000,1566,10,1
TX,2.839380733,293814.094559495,4640428.218650513,1.200000000,501,12,1
TX,3.017644683,292707.064953888,4641805.658157852,1.200000000,1261,12,1
TX,3.053396855,293753.885130741,4645957.215213432,1.200000000,507,12,1
TX,3.111031383,291104.714131286,4641477.927387530,1.200000000,290,8,1
TX,3.155095748,289168.830538256,4642526.400179586,1.200000000,1051,11,1
TX,3.292038241,290763.174127827,4641304.403742907,1.200000000,1209,7,1
TX,3.566459948,293779.993862716,4640249.004376235,1.200000000,304,12,1
TX,3.595530276,291537.273059807,4640985.600232020,1.200000000,598,9,1
TX,3.600613202,291228.513918822,4642271.371736312,1.200000000,974,11,1
TX,3.603224095,292451.899271041,4643118.433692595,1.200000000,1573,12,1
TX,3.703407051,290604.435400941,4641401.470832993,1.200000000,462,7,1
TX,4.052036405,290687.980875925,4641289.406596701,1.200000000,1162,7,1
TX,4.302182373,291090.235534661,4641522.344819976,1.200000000,140,8,1
TX,4.409274881,289610.059742734,4642403.352926185,1.200000000,760,9,1
TX,4.415777073,291247.742077760,4642282.415261845,1.200000000,1492,11,1
TX,4.659383201,291725.811647537,4642164.364647412,1.200000000,64,12,1
TX,5.081447948,289919.664961504,4641532.474535859,1.200000000,954,7,1
TX,5.643315374,282591.434979615,4632831.272851281,1.200000000,312,12,1
TX,5.940752461,291861.819891931,4642541.281739947,1.200000000,1292,12,1
TX,6.283180184,289943.073969294,4634584.448720796,1.200000000,1075,12,1
TX,6.430064453,290861.317815860,4638495.342627183,1.200000000,1177,12,1
TX,6.493924360,290357.654045479,4641812.428456930,1.200000000,730,7,1
TX,6.607215077,292097.406812595,4644197.414471164,1.200000000,1123,12,1
TX,6.656843280,291688.445120691,4642127.951107685,1.200000000,1471,12,1
TX,6.689466277,291056.785465231,4639631.284954099,1.200000000,407,11,1
TX,6.707632098,293956.045121928,4644268.736086980,1.200000000,518,12,1
TX,6.860541349,292175.359176127,4637053.249445183,1.200000000,536,12,1
