
[RX,0.151680148,1054,7,1]
[RX,0.660753695,1385,9,1]
[RX,0.806979199,417,7,1]
[RX,1.224115366,625,9,1]
[RX,2.180450901,122,7,1]
[RX,3.371878634,683,10,1]
[RX,3.746278891,552,8,1]
[RX,6.552529741,838,7,1]
[RX,6.643186078,405,10,1]
[RX,7.029585482,663,7,1]
[RX,10.159775065,83,9,1]
[RX,11.236536200,1228,11,1]
[RX,20.256084406,1129,7,1]
[RX,21.050099749,783,10,1]
[RX,21.537867115,763,7,1]
[RX,24.905542423,1326,9,1]
[RX,26.430072379,855,7,1]
[RX,28.930613150,951,10,1]
[RX,32.424944079,464,7,1]
[RX,33.141681091,61,9,1]
[RX,36.329809433,1332,7,1]
[RX,40.816321059,448,7,1]
[RX,41.429296034,356,7,1]
[RX,47.983092732,437,7,1]
[RX,48.218512918,360,7,1]
[RX,52.393145377,1345,7,1]
[RX,53.181311037,789,10,1]
[RX,56.018683827,1124,8,1]
[RX,57.534719909,343,10,1]
[RX,58.422059684,184,10,1]
[RX,58.583925241,570,7,1]
[RX,59.409484591,796,7,1]
[RX,62.321818489,1098,7,1]
[RX,67.686138426,583,10,1]
[RX,68.527173649,168,7,1]
[RX,70.320417608,194,11,1]
[RX,70.772646604,630,7,1]
[RX,70.922666627,648,7,1]
[RX,71.627972015,433,10,1]
[RX,74.711220965,1325,7,1]
[RX,75.480166277,296,7,1]
[RX,78.702031195,99,7,1]
[RX,82.272593468,474,7,1]
[RX,82.968593231,766,11,1]
[RX,96.681604205,314,7,1]
[RX,98.730211999,53,11,1]
[RX,106.537163447,385,10,1]
[RX,107.220893770,1305,10,1]
[RX,110.648121753,738,7,1]
[RX,111.890699007,613,7,1]
[RX,115.342657148,799,9,1]
[RX,119.856107302,932,11,1]
[RX,120.346073985,462,7,1]
[RX,123.088512161,98,7,1]
[RX,124.670753633,901,10,1]
[RX,124.961361567,338,8,1]
[RX,125.355661306,1063,7,1]
[RX,128.144195722,1051,12,1]
[RX,129.164769971,674,10,1]
[RX,130.146706809,608,7,1]
[RX,134.744173873,1022,7,1]
[RX,135.255050515,1076,7,1]
[RX,140.935650024,1320,9,1]
[RX,144.599065518,834,9,1]
[RX,144.984494945,741,7,1]
[RX,145.165107421,371,7,1]
[RX,148.140529462,604,7,1]
[RX,148.938463724,912,9,1]
[RX,152.019880473,337,7,1]
[RX,152.255155502,1104,7,1]
[RX,155.193157519,303,7,1]
[RX,166.260255524,1148,10,1]
[RX,169.519297151,196,7,1]
[RX,169.917332894,483,7,1]
[RX,170.228768972,1034,7,1]
[RX,171.804302473,131,11,1]
[RX,172.000121258,1363,7,1]
[RX,172.718719474,525,10,1]
[RX,179.057387464,172,7,1]
[RX,182.123181627,424,8,1]
[RX,189.284067593,267,7,1]
[RX,190.498036567,1162,10,1]
[RX,192.207391133,275,7,1]
[RX,200.120612821,507,11,1]
[RX,207.106491296,1277,11,1]
[RX,207.641386649,135,7,1]
[RX,208.752339150,566,8,1]
[RX,212.008529878,1255,7,1]
[RX,212.617793325,67,7,1]
[RX,213.727226474,527,11,1]
[RX,214.305241515,214,7,1]
[RX,214.712830831,169,7,1]
[RX,214.873577477,748,7,1]
[RX,214.912040099,1314,10,1]
[RX,215.070653331,1264,7,1]
[RX,215.290756333,113,7,1]
[RX,218.830098951,107,7,1]
[RX,219.492193906,508,12,1]
[RX,222.277780195,282,7,1]
[RX,223.918247729,1082,11,1]
