
[RX_GW,3.923351771,735,10,1,868.100000000,-132.992594270,02-06-00:00:00:00:00:02]
[RX_GW,4.589128105,306,9,1,868.100000000,-127.171140836,02-06-00:00:00:00:00:02]
[RX_GW,5.337109670,2077,10,1,868.100000000,-131.214281594,02-06-00:00:00:00:00:02]
[RX_GW,5.675721392,130,7,1,868.100000000,-113.388618372,02-06-00:00:00:00:00:02]
[RX_GW,7.676574394,659,11,1,868.100000000,-133.729385556,02-06-00:00:00:00:00:02]
[RX_GW,13.502749547,1087,11,1,868.100000000,-133.594405230,02-06-00:00:00:00:00:04]
[RX_GW,24.123503260,2102,10,1,868.100000000,-130.259799599,02-06-00:00:00:00:00:02]
[RX_GW,24.456764405,461,7,1,868.100000000,-121.211723302,02-06-00:00:00:00:00:02]
[RX_GW,31.652699894,2262,10,1,868.100000000,-130.893893559,02-06-00:00:00:00:00:02]
[RX_GW,32.329089400,2046,7,1,868.100000000,-116.743913133,02-06-00:00:00:00:00:02]
[RX_GW,38.928493584,186,7,1,868.100000000,-116.981078815,02-06-00:00:00:00:00:02]
[RX_GW,39.834765434,1844,9,1,868.100000000,-128.056081331,02-06-00:00:00:00:00:04]
[RX_GW,42.798919585,882,10,1,868.100000000,-131.516981600,02-06-00:00:00:00:00:02]
[RX_GW,46.949031688,1442,9,1,868.100000000,-129.116565655,02-06-00:00:00:00:00:02]
[RX_GW,51.474768155,1728,7,1,868.100000000,-108.949592953,02-06-00:00:00:00:00:02]
[RX_GW,52.162039854,1583,9,1,868.100000000,-129.753762249,02-06-00:00:00:00:00:02]
[RX_GW,57.141814045,1252,7,1,868.100000000,-120.247450800,02-06-00:00:00:00:00:04]
[RX_GW,57.477721516,1803,9,1,868.100000000,-129.074264830,02-06-00:00:00:00:00:02]
[RX_GW,63.324694032,2062,7,1,868.100000000,-123.357583642,02-06-00:00:00:00:00:02]
[RX_GW,64.292014277,2300,10,1,868.100000000,-131.266890707,02-06-00:00:00:00:00:02]
[RX_GW,66.054301403,580,7,1,868.100000000,-122.642989029,02-06-00:00:00:00:00:02]
[RX_GW,66.248755644,2167,11,1,868.100000000,-133.604262925,02-06-00:00:00:00:00:04]
