label,timestamp,x,y,z,dev_addr,spreading_factor,framecounter,NODE_ID,receptions
TX,0.05607242,290017.577921236,4639923.179990387,1.2,150,7,1,193-21,"[['RX_GW', 0.171069203, 150, 7, 1, 868.1, -121.308479503, '00:00:00:00:00:02']]"
TX,0.293566533,290510.680945874,4640862.502280184,1.2,27,7,1,111-17,"[['RX_GW', 0.408561892, 27, 7, 1, 868.1, -112.628985338, '00:00:00:00:00:02']]"
TX,0.41552344,290084.542083642,4642394.325663165,1.2,582,9,1,29-22,"[['RX_GW', 0.787289923, 582, 9, 1, 868.1, -128.455423112, '00:00:00:00:00:02']]"
TX,0.571363074,295118.560384723,4642701.580711351,1.2,598,8,1,297-16,"[['RX_GW', 0.778776423, 598, 8, 1, 868.1, -125.655399949, '00:00:00:00:00:04']]"
TX,0.802993766,292822.326522813,4641947.953547777,1.2,749,12,1,48-22,[]
TX,0.892698365,290525.858327845,4642090.336943047,1.2,400,9,1,235-3,"[['RX_GW', 1.264464255, 400, 9, 1, 868.1, -128.683924489, '00:00:00:00:00:02']]"
TX,1.372673335,298450.100379021,4641774.410629081,1.2,693,12,1,365-22,[]
TX,1.480591182,291043.600600633,4641919.501566981,1.2,377,8,1,234-2,"[['RX_GW', 1.688005643, 377, 8, 1, 868.1, -126.417237931, '00:00:00:00:00:02']]"
TX,2.338854313,291105.076700575,4642465.180264945,1.2,784,12,1,62-22,[]
TX,2.593020521,293766.52563277,4644225.754556561,1.2,346,12,1,228-15,[]
TX,2.686022142,291841.721235834,4642552.160073581,1.2,207,12,1,200-20,[]
TX,3.173420545,290088.888691458,4640907.58443142,1.2,135,7,1,191-23,[]
TX,3.331425435,290591.771657174,4641351.897339078,1.2,820,7,1,79-28,[]
TX,3.381194524,291065.738325927,4641088.345727895,1.2,747,8,1,44-22,[]
TX,3.487565071,291476.410731306,4641987.420822155,1.2,705,11,1,369-26,[]
TX,3.601097187,291878.926710613,4642569.754737441,1.2,794,12,1,7-10,[]
TX,3.65212866,297167.523007085,4640905.286088322,1.2,457,10,1,242-23,[]
TX,3.72912329,291063.686195316,4641089.809785878,1.2,691,8,1,365-15,[]
TX,3.829439868,289910.178137915,4641652.104368595,1.2,23,7,1,105-2,[]
TX,5.122312592,291823.935265965,4642548.729118844,1.2,748,12,1,44-23,[]
TX,5.357140701,295158.972640931,4642625.517062239,1.2,543,8,1,266-9,"[['RX_GW', 5.564553763, 543, 8, 1, 868.1, -124.20928574, '00:00:00:00:00:04']]"
TX,5.72718065,290670.644835908,4641302.097494028,1.2,236,7,1,208-15,[]
TX,6.549749933,291264.634476454,4640146.784003611,1.2,341,9,1,228-1,[]
TX,6.70837676,290494.518538397,4640858.339968606,1.2,134,7,1,191-22,[]
TX,7.004279121,291133.325403125,4641209.162607449,1.2,379,7,1,234-25,[]
TX,7.022274648,292996.527804599,4642920.070491634,1.2,349,12,1,228-2,[]
TX,7.098496816,290355.323047817,4641449.722432104,1.2,241,7,1,208-22,[]
TX,7.354114002,291115.048626212,4642465.577613976,1.2,21,12,1,105-15,[]
TX,7.650575086,292066.603268695,4642915.707654826,1.2,751,12,1,53-1,[]
TX,9.251590334,288969.040002599,4642567.213656407,1.2,806,11,1,7-29,"[['RX_GW', 10.732350271, 806, 11, 1, 868.1, -133.312043847, '00:00:00:00:00:02']]"
TX,9.303946987,291319.11921289,4642008.598096417,1.2,178,12,1,197-2,[]
TX,9.716110122,292693.991105829,4641813.135854113,1.2,1,12,1,104-10,"[['RX_GW', 12.347849688, 1, 12, 1, 868.1, -141.376269782, '00:00:00:00:00:04']]"
TX,9.95351392,288642.001084132,4630054.363720283,1.2,382,12,1,234-28,[]
TX,10.150211213,291542.813088944,4641289.137816722,1.2,467,10,1,250-15,[]
TX,12.1033788,291244.841754338,4641275.020629732,1.2,466,8,1,250-10,"[['RX_GW', 12.310792781, 466, 8, 1, 868.1, -126.809520775, '00:00:00:00:00:02']]"
TX,12.733077897,290339.256947972,4643744.918243378,1.2,597,12,1,297-15,[]
TX,12.897118456,293121.569345978,4643215.247916496,1.2,745,12,1,44-17,[]
TX,14.047451671,291036.650141047,4639216.283280456,1.2,630,12,1,322-29,[]
TX,14.182944584,291542.1133144,4642084.905191452,1.2,388,12,1,235-15,[]
TX,14.257042986,292182.657383914,4642163.876638851,1.2,460,12,1,242-6,[]
TX,14.287503452,291710.300395968,4642124.973443747,1.2,143,12,1,193-10,[]
TX,14.403780362,291136.500799206,4641289.00265961,1.2,332,9,1,225-21,[]
TX,14.616998108,290696.944022595,4641307.602110774,1.2,449,7,1,241-7,[]
TX,15.063731845,291828.387557009,4642544.637372711,1.2,738,12,1,42-3,[]
TX,15.246845356,296351.549181178,4641579.069335415,1.2,642,7,1,343-22,"[['RX_GW', 15.361841043, 642, 7, 1, 868.1, -115.292821018, '00:00:00:00:00:04']]"
TX,15.510275174,290365.838537616,4641429.362523993,1.2,138,7,1,191-29,[]
TX,15.786051955,294727.329365734,4647729.330878122,1.2,659,12,1,351-27,[]
TX,15.922838824,294378.447982431,4643073.448419782,1.2,77,12,1,135-22,[]
TX,16.829075291,291915.56916187,4642586.017319888,1.2,147,12,1,193-18,[]
TX,16.960967198,290368.175385817,4641437.049184798,1.2,49,7,1,115-23,[]
TX,17.2346411,291192.01542012,4644881.174720338,1.2,750,12,1,48-23,[]
TX,17.272644371,287937.291950446,4642570.735087007,1.2,450,12,1,241-8,[]
TX,18.010821786,298618.911572691,4642802.848982107,1.2,295,12,1,220-18,[]
TX,19.212074995,293231.192991908,4640380.144043005,1.2,701,12,1,369-15,[]
TX,19.845403946,290549.747670792,4642233.696679606,1.2,809,10,1,79-10,"[['RX_GW', 20.504914312, 809, 10, 1, 868.1, -131.536785766, '00:00:00:00:00:02']]"
TX,21.031456574,299443.349704365,4640780.220234362,1.2,663,12,1,352-1,[]
TX,21.223670387,289543.967227798,4637712.334734873,1.2,375,12,1,234-15,[]
TX,22.193685736,288620.09535988,4643359.415809984,1.2,389,12,1,235-16,[]
TX,22.408973742,290359.556479912,4641427.311962514,1.2,129,7,1,191-1,[]
TX,22.442690438,292672.144175537,4642952.238619167,1.2,723,12,1,40-21,[]
TX,23.646386903,290701.331454114,4632768.336402798,1.2,477,12,1,253-21,[]
TX,23.659201017,291710.34100065,4641511.819241066,1.2,554,11,1,273-2,[]
TX,23.77730616,286344.389352587,4643163.341086708,1.2,161,12,1,193-8,[]
TX,23.885330806,289825.408380429,4641203.863527657,1.2,186,7,1,2-1,"[['RX_GW', 24.000325364, 186, 7, 1, 868.1, -102.893646315, '00:00:00:00:00:02']]"
TX,23.966532103,290169.851175055,4646753.23200299,1.2,322,12,1,223-3,[]
TX,24.462899493,290060.144675539,4637201.017483742,1.2,617,12,1,321-16,[]
TX,24.816083433,290487.874900595,4640825.070324916,1.2,771,7,1,58-30,"[['RX_GW', 24.931078731, 771, 7, 1, 868.1, -110.351187127, '00:00:00:00:00:02']]"
TX,25.074499755,296287.354872928,4645788.989323398,1.2,347,12,1,228-16,[]
TX,25.355950806,293847.622874706,4640799.992951099,1.2,73,12,1,135-1,[]
TX,25.680005676,293256.20336726,4639358.580495357,1.2,516,12,1,259-27,[]
TX,26.19558795,293066.600328769,4642077.631670867,1.2,595,12,1,295-23,[]
TX,26.703078056,293366.854013926,4649178.182156702,1.2,725,12,1,40-3,[]
TX,27.111298134,292632.516046599,4642399.695357244,1.2,480,12,1,257-1,[]
TX,27.175116411,292787.797118884,4642771.557510711,1.2,639,12,1,337-8,[]
TX,29.010709639,291820.314208126,4642535.16062058,1.2,356,12,1,228-6,[]
TX,30.431279826,291209.342968585,4642320.528898085,1.2,194,12,1,2-21,[]
TX,30.603188338,290286.079267585,4641287.175248513,1.2,830,7,1,80-11,[]
TX,31.113773112,291292.209511874,4642001.745312274,1.2,390,12,1,235-17,[]
TX,31.946093762,289829.899963754,4638447.897167303,1.2,546,12,1,268-2,[]
TX,32.020095353,290354.496922115,4641445.386633017,1.2,245,7,1,208-28,[]
TX,32.127070655,292732.364426331,4644067.657563764,1.2,561,12,1,273-30,[]
TX,32.205269974,295125.656078696,4642747.567721921,1.2,261,9,1,212-11,"[['RX_GW', 32.577035454, 261, 9, 1, 868.1, -129.182346426, '00:00:00:00:00:04']]"
TX,32.329900847,289947.965609088,4634399.520010497,1.2,856,12,1,96-15,[]
TX,32.516522813,296494.201966783,4647577.583682941,1.2,157,12,1,193-4,[]
TX,32.529030429,289893.826071744,4640959.222042813,1.2,102,7,1,169-8,[]
TX,32.531342018,291029.935015516,4641930.355047756,1.2,41,8,1,113-8,[]
TX,32.692433893,290289.1657394,4641289.843241438,1.2,831,7,1,80-12,[]
TX,33.456614627,290323.532447804,4646402.528063929,1.2,226,12,1,203-4,[]
