label,timestamp,x,y,z,dev_addr,spreading_factor,framecounter,NODE_ID,receptions
TX,0.276814111,290093.020650148,4642398.201995771,1.2,2229,10,1,355-20,"[['RX_GW', 0.936324619, 2229, 10, 1, 868.1, -131.593915293, '00:00:00:00:00:02']]"
TX,0.288845985,289698.307775506,4644500.918533768,1.2,1346,12,1,266-22,[]
TX,0.322462028,290638.756333138,4646627.354779734,1.2,654,12,1,179-11,[]
TX,0.534759511,293071.967186723,4642356.477495184,1.2,1232,12,1,245-7,[]
TX,0.605826947,291174.251192503,4641380.524250188,1.2,1579,9,1,293-10,[]
TX,0.713386816,283243.254659922,4633179.330074223,1.2,2294,12,1,360-14,[]
TX,0.85714722,287629.38216448,4639394.898359567,1.2,2779,12,1,85-6,[]
TX,1.025761224,287767.189439518,4646316.119123567,1.2,2612,12,1,65-28,[]
TX,1.105248003,291978.012895297,4643696.378181002,1.2,2465,12,1,41-16,[]
TX,1.165492307,290164.23861413,4642428.382245902,1.2,2860,10,1,92-10,[]
TX,1.168915057,290641.279593716,4641163.698366101,1.2,1825,7,1,315-27,[]
TX,1.370176157,292670.402605084,4641823.264317129,1.2,2210,12,1,353-12,[]
TX,1.672882597,293711.56322933,4645359.490565643,1.2,1370,12,1,268-24,[]
TX,1.673253916,302148.906066227,4640406.311972679,1.2,2559,12,1,58-25,[]
TX,1.792619836,290863.428731794,4642271.164491657,1.2,1489,9,1,282-30,[]
TX,1.834877832,292500.711652404,4642908.235911811,1.2,1796,12,1,314-11,[]
TX,1.865757253,296805.348282069,4642152.01432822,1.2,224,8,1,127-27,[]
TX,2.041037386,288896.386156922,4641559.242804666,1.2,2154,8,1,348-2,[]
TX,2.119040219,295326.450715001,4644088.668906023,1.2,2477,12,1,44-22,[]
TX,2.223126488,284312.981563481,4643106.008892762,1.2,2775,12,1,85-3,[]
TX,2.31067589,293201.221985137,4640660.260561068,1.2,963,12,1,210-17,[]
TX,2.431806061,292004.465144223,4642252.669739399,1.2,1561,12,1,29-5,[]
TX,2.606966961,287088.033134334,4641727.41108672,1.2,1916,12,1,322-16,[]
TX,2.615714246,289949.642484114,4634412.173148943,1.2,546,12,1,160-27,[]
TX,2.790822689,290089.056284527,4644339.644612148,1.2,2486,12,1,45-11,[]
TX,2.856184843,290380.700363399,4645944.005127068,1.2,2263,12,1,357-27,[]
TX,2.90017901,293145.121348113,4643604.870947894,1.2,1554,12,1,29-19,[]
TX,2.955055752,292121.123069362,4644242.933903113,1.2,2616,12,1,65-4,[]
TX,3.011117416,292317.800154563,4642048.686968725,1.2,1943,12,1,325-24,[]
TX,3.051933794,290113.389846881,4635326.70593622,1.2,2507,12,1,46-30,[]
TX,3.074583094,271587.252079405,4630630.422274424,1.2,214,12,1,126-5,[]
TX,3.182601174,289652.920578885,4635504.632970061,1.2,2637,12,1,67-14,[]
TX,3.460784121,292353.117960749,4639804.011245062,1.2,560,12,1,167-27,[]
TX,3.518205399,292317.593238784,4641973.197167128,1.2,1841,12,1,316-20,[]
TX,3.520247999,292103.634300039,4638095.40547522,1.2,1655,12,1,30-24,[]
TX,3.789991486,289334.482346862,4634321.535542921,1.2,700,12,1,183-7,[]
TX,3.801146543,289293.339038883,4648178.782364541,1.2,604,12,1,171-19,[]
TX,4.0008989,288138.788014151,4638965.402754704,1.2,1852,12,1,316-5,[]
TX,4.146305439,290646.514210162,4641142.677668306,1.2,810,7,1,194-18,"[['RX_GW', 4.261301372, 810, 7, 1, 868.1, -115.213678015, '00:00:00:00:00:02']]"
TX,4.28115085,291510.459516262,4642064.605673695,1.2,1609,12,1,297-12,[]
TX,4.332496086,295150.264514857,4642744.944284109,1.2,545,7,1,160-26,"[['RX_GW', 4.447493499, 545, 7, 1, 868.1, -123.216320177, '00:00:00:00:00:04']]"
TX,4.341278295,290637.472616148,4642296.460677468,1.2,71,11,1,110-9,[]
TX,4.467671953,291077.526004132,4643436.681011458,1.2,2319,12,1,361-13,[]
TX,4.560302255,290819.25250398,4642271.711146071,1.2,103,9,1,117-22,[]
TX,4.71239462,294288.218986769,4645150.402215255,1.2,2749,12,1,81-21,[]
TX,4.805037006,293266.445142739,4641001.46804727,1.2,1176,12,1,240-27,[]
TX,5.011822479,290591.03862961,4642297.786788764,1.2,1931,11,1,325-10,[]
TX,5.037882236,290654.356539224,4641429.649268069,1.2,1404,7,1,276-20,[]
TX,5.203837501,291220.931383357,4642275.099708075,1.2,2679,12,1,74-20,[]
TX,5.217580261,277499.525909873,4632385.517790694,1.2,1915,12,1,322-15,[]
TX,5.41191686,291181.962773189,4641971.727685194,1.2,1749,9,1,308-9,[]
TX,5.524098232,290726.122327948,4642315.575310184,1.2,2816,10,1,89-24,[]
TX,5.52860581,274836.526819387,4631047.341615861,1.2,403,12,1,147-17,[]
TX,5.703305496,291035.780474577,4642531.983629692,1.2,2100,10,1,343-18,[]
TX,5.723577339,290529.133951924,4643556.167941701,1.2,908,12,1,205-20,[]
TX,5.757278249,292926.535423193,4641863.560143073,1.2,601,12,1,170-6,[]
TX,5.775876716,287738.713917502,4641533.454580695,1.2,626,11,1,173-17,[]
TX,5.815432176,291258.323061171,4641278.282033495,1.2,123,8,1,118-19,[]
TX,5.926367159,293425.141749376,4640928.349125019,1.2,2148,12,1,347-22,[]
