label,timestamp,x,y,z,dev_addr,spreading_factor,framecounter,NODE_ID,receptions
TX,0.172120713,290084.416522655,4642410.178218019,1.2,2032,10,1,356-19,"[['RX_GW', 0.831631258, 2032, 10, 1, 868.1, -132.099037093, '00:00:00:00:00:02']]"
TX,0.288848639,292797.286529238,4637967.042779442,1.2,2360,12,1,59-12,[]
TX,0.309332964,290470.259029701,4641441.51074617,1.2,3,7,1,102-25,[]
TX,0.371002889,293247.184385832,4643430.488247262,1.2,929,12,1,212-9,[]
TX,0.650987945,292336.55235308,4642055.389816733,1.2,2625,12,1,91-24,[]
TX,0.871406933,290482.651313054,4640640.519661775,1.2,597,7,1,183-11,"[['RX_GW', 0.986402405, 597, 7, 1, 868.1, -111.784398954, '00:00:00:00:00:02']]"
TX,0.928155494,290212.853070167,4636754.201625381,1.2,2446,12,1,70-25,[]
TX,0.975560956,292313.51657569,4642050.053165156,1.2,292,12,1,135-6,[]
TX,1.031757568,291014.425921117,4641189.227154506,1.2,2673,8,1,96-12,"[['RX_GW', 1.239170732, 2673, 8, 1, 868.1, -126.888946767, '00:00:00:00:00:02']]"
TX,1.082112552,290743.934706598,4642900.106991414,1.2,2560,12,1,85-2,[]
TX,1.231099142,293236.286429165,4639425.514770734,1.2,1475,12,1,289-19,[]
TX,1.412667938,295504.791923198,4640028.676430526,1.2,1962,10,1,350-20,"[['RX_GW', 2.072179093, 1962, 10, 1, 868.1, -132.072585349, '00:00:00:00:00:04']]"
TX,1.641316558,291980.35373403,4643706.606540601,1.2,2315,12,1,49-20,[]
TX,1.782185903,290084.947543621,4640913.140982511,1.2,961,7,1,214-16,"[['RX_GW', 1.897179836, 961, 7, 1, 868.1, -84.848129085, '00:00:00:00:00:02']]"
TX,2.257196551,291006.630796902,4640367.676131949,1.2,1349,9,1,268-12,"[['RX_GW', 2.628962014, 1349, 9, 1, 868.1, -127.97779747, '00:00:00:00:00:02']]"
TX,2.268987654,287613.764946439,4640052.546727586,1.2,1278,11,1,252-7,[]
TX,2.317168163,288103.218198077,4639037.634550165,1.2,2318,12,1,49-23,[]
TX,2.35047687,291280.422047596,4641832.77660435,1.2,2501,10,1,79-23,[]
TX,2.440134321,292331.626742034,4642055.654128266,1.2,1888,12,1,342-11,[]
TX,2.51593879,295900.449537158,4646519.59005319,1.2,1977,12,1,351-16,[]
TX,2.861680997,291217.263608708,4641301.183022496,1.2,1642,8,1,309-11,"[['RX_GW', 3.069094915, 1642, 8, 1, 868.1, -125.252029038, '00:00:00:00:00:02']]"
TX,2.950517789,272083.475084958,4630214.048562539,1.2,892,12,1,21-21,[]
TX,3.081254391,292720.908037916,4641943.320650798,1.2,721,12,1,192-6,[]
TX,3.704481611,290440.420043889,4641804.213968474,1.2,2017,8,1,355-1,"[['RX_GW', 3.911894511, 2017, 8, 1, 868.1, -125.616309563, '00:00:00:00:00:02']]"
TX,4.060310321,290084.450149109,4640910.053501241,1.2,2290,7,1,44-6,"[['RX_GW', 4.175304253, 2290, 7, 1, 868.1, -84.769616102, '00:00:00:00:00:02']]"
TX,4.065245866,291723.123986684,4642162.565751865,1.2,767,12,1,197-28,[]
TX,4.075774095,273699.85540417,4630627.5526932,1.2,1230,12,1,248-23,[]
TX,4.35666754,291458.61202013,4642019.33642397,1.2,167,12,1,12-28,[]
TX,4.458051344,291630.365977152,4642096.369674184,1.2,2537,12,1,81-22,[]
TX,4.988537411,291889.469996459,4642367.473212363,1.2,2120,12,1,362-24,[]
TX,5.004660771,291196.156368611,4641240.992007568,1.2,592,9,1,180-1,[]
TX,5.087974727,293497.985445291,4645379.099472564,1.2,355,12,1,145-5,[]
TX,5.159759794,290024.993966008,4645854.89998592,1.2,385,12,1,152-4,[]
TX,5.207357342,290373.319455746,4642020.939725414,1.2,1596,8,1,301-5,[]
TX,5.290019745,294817.222480144,4638436.750129242,1.2,128,12,1,117-9,[]
TX,5.522059474,273685.867350566,4630642.501298415,1.2,97,12,1,113-3,[]
TX,6.268063141,286114.572962286,4645684.949809067,1.2,1105,12,1,232-28,[]
TX,6.291855384,291700.536613038,4642121.769231303,1.2,1537,12,1,297-9,[]
TX,6.460177978,293748.05908926,4642851.166675198,1.2,2011,12,1,353-16,[]
TX,6.563173203,290941.245090458,4642048.086865361,1.2,2388,10,1,62-22,[]
TX,6.626309612,290476.955818369,4640643.22299715,1.2,516,7,1,17-8,[]
TX,6.67965952,290398.631393996,4641811.909447155,1.2,2351,8,1,58-24,[]
TX,6.692336311,291240.98095653,4641260.414369931,1.2,2546,9,1,83-12,[]
TX,6.751178881,295158.579138971,4646255.1777991,1.2,1984,12,1,351-29,[]
TX,6.805462882,291263.043101825,4641822.849993721,1.2,515,10,1,17-4,[]
TX,6.914305113,294311.820231556,4638977.544692381,1.2,518,12,1,170-1,[]
TX,7.020392073,290511.519356552,4640929.916325209,1.2,2364,7,1,59-23,"[['RX_GW', 7.13538743, 2364, 7, 1, 868.1, -117.303038576, '00:00:00:00:00:02']]"
TX,7.025808669,291845.988436325,4642552.80920542,1.2,2452,12,1,73-27,[]
TX,7.20130694,290359.396030357,4641824.532877223,1.2,348,8,1,144-9,"[['RX_GW', 7.408719781, 348, 8, 1, 868.1, -125.289081911, '00:00:00:00:00:02']]"
TX,7.211258145,295100.98348512,4642619.336316111,1.2,2050,8,1,357-28,[]
TX,7.304133269,288175.942491995,4643897.43551096,1.2,2240,12,1,4-28,[]
TX,7.355226001,291117.379772465,4643260.619038875,1.2,1624,12,1,306-13,[]
TX,7.431460392,288990.934435106,4645693.30639086,1.2,713,12,1,192-23,[]
TX,7.576180034,292620.318002122,4638489.990266613,1.2,2015,12,1,353-27,[]
TX,7.596577326,257499.312230475,4648842.096887473,1.2,1621,12,1,304-16,[]
TX,7.794806971,292438.492176454,4641854.089060535,1.2,42,12,1,106-3,[]
TX,7.826241764,292804.515249092,4641784.086957625,1.2,1505,12,1,293-10,[]
