x,y,SF
289573,4.63775e+06,12
290316,4.64189e+06,7
290350,4.6418e+06,7
290362,4.64181e+06,7
292136,4.64314e+06,12
290687,4.6413e+06,7
294389,4.63967e+06,12
290872,4.64226e+06,10
292359,4.64291e+06,12
291077,4.64234e+06,12
292399,4.64179e+06,12
291101,4.64151e+06,8
290809,4.64129e+06,7
290865,4.64225e+06,10
297234,4.63886e+06,12
286479,4.64206e+06,12
286235,4.64234e+06,12
284885,4.64289e+06,12
289670,4.64191e+06,7
291118,4.64122e+06,9
291029,4.64114e+06,8
291983,4.6437e+06,12
291186,4.64131e+06,9
290382,4.6418e+06,7
290412,4.6418e+06,7
290254,4.64025e+06,7
291992,4.64373e+06,12
292655,4.64376e+06,12
290375,4.64181e+06,7
291238,4.64129e+06,9
290567,4.63983e+06,8
289320,4.63977e+06,9
292199,4.64217e+06,12
291027,4.64112e+06,8
291249,4.64127e+06,8
290999,4.63905e+06,11
291611,4.64461e+06,12
290417,4.64181e+06,7
291251,4.64127e+06,8
290339,4.64187e+06,7
291251,4.64127e+06,8
291250,4.64127e+06,8
293234,4.63945e+06,12
290530,4.64136e+06,7
290395,4.64181e+06,7
290304,4.64217e+06,9
290672,4.64132e+06,7
291819,4.64255e+06,12
294160,4.65136e+06,12
291138,4.64139e+06,9
295461,4.64256e+06,7
275631,4.63161e+06,12
290790,4.64277e+06,10
290959,4.64077e+06,7
291258,4.6385e+06,12
289232,4.64251e+06,9
273677,4.63065e+06,12
294157,4.64397e+06,12
290611,4.64248e+06,12
288322,4.63362e+06,12
296254,4.64647e+06,12
290086,4.6409e+06,7
290076,4.64092e+06,7
294382,4.64311e+06,12
290192,4.6408e+06,7
289962,4.64023e+06,7
290927,4.64118e+06,7
291236,4.64128e+06,8
290422,4.64335e+06,12
291041,4.64402e+06,12
291870,4.64164e+06,12
291997,4.64423e+06,12
293219,4.64042e+06,12
290079,4.64154e+06,7
290745,4.64288e+06,12
286700,4.64171e+06,12
291765,4.64165e+06,12
291879,4.64256e+06,12
291973,4.6437e+06,12
291978,4.6437e+06,12
291019,4.64194e+06,9
291680,4.64212e+06,12
273691,4.63064e+06,12
290064,4.64093e+06,7
290202,4.64246e+06,11
289171,4.64252e+06,9
294605,4.63917e+06,12
295612,4.64557e+06,12
292683,4.64181e+06,12
290061,4.64094e+06,7
285436,4.64164e+06,12
288383,4.64277e+06,12
289700,4.64187e+06,7
289232,4.64208e+06,10
291150,4.64136e+06,9
285438,4.64164e+06,12
290085,4.64092e+06,7
290039,4.64097e+06,7
288386,4.64278e+06,12
286710,4.6417e+06,12
279536,4.62949e+06,12
296044,4.64077e+06,7
292349,4.64201e+06,12
290675,4.6413e+06,7
293606,4.63706e+06,12
290300,4.63628e+06,12
292772,4.64199e+06,12
279556,4.6295e+06,12
290912,4.63886e+06,12
283092,4.63379e+06,12
280148,4.62888e+06,12
291846,4.64256e+06,12
299791,4.63031e+06,12
289949,4.6344e+06,12
290582,4.63927e+06,11
299734,4.63007e+06,12
293646,4.64054e+06,12
291888,4.64256e+06,12
291000,4.64196e+06,9
297375,4.64215e+06,10
289326,4.63432e+06,12
290679,4.64129e+06,7
292087,4.6418e+06,12
291846,4.64256e+06,12
290744,4.64288e+06,12
294942,4.6471e+06,12
291243,4.64126e+06,8
291237,4.64128e+06,8
291242,4.64124e+06,7
271863,4.63065e+06,12
295278,4.63738e+06,12
290543,4.63983e+06,8
294317,4.63899e+06,12
294829,4.6403e+06,10
290708,4.64128e+06,7
290086,4.6409e+06,7
290085,4.64091e+06,7
290546,4.64099e+06,7
293286,4.64179e+06,12
292296,4.642e+06,12
292283,4.642e+06,12
301728,4.64354e+06,12
299698,4.6457e+06,12
291164,4.64287e+06,11
291355,4.6424e+06,11
289803,4.64073e+06,7
290087,4.64237e+06,10
289539,4.64259e+06,12
290562,4.64261e+06,10
291030,4.64194e+06,9
293064,4.6409e+06,12
291827,4.64255e+06,12
291992,4.64427e+06,12
290340,4.64339e+06,12
292531,4.64292e+06,12
286283,4.64401e+06,12
296097,4.64893e+06,12
290222,4.63953e+06,9
291461,4.64236e+06,12
290345,4.64183e+06,7
291987,4.6437e+06,12
294321,4.64396e+06,12
291985,4.64371e+06,12
295584,4.6438e+06,12
291874,4.64257e+06,12
292590,4.64184e+06,12
289226,4.64251e+06,9
290486,4.64064e+06,7
273711,4.63062e+06,12
290294,4.64441e+06,12
295518,4.63831e+06,12
291562,4.64211e+06,12
291875,4.64256e+06,12
291070,4.64405e+06,12
291086,4.64787e+06,12
294500,4.63002e+06,12
294426,4.6432e+06,11
290674,4.64129e+06,7
291776,4.63932e+06,12
291648,4.64111e+06,10
291065,4.64402e+06,12
271804,4.63067e+06,12
289946,4.63439e+06,12
271612,4.63067e+06,12
273701,4.63063e+06,12
291986,4.6437e+06,12
290578,4.64237e+06,11
