x,y,SF
293304,4.64424e+06,12
290496,4.64722e+06,12
292310,4.64211e+06,12
290870,4.63854e+06,12
290697,4.6413e+06,7
292398,4.64292e+06,12
292547,4.64267e+06,12
290235,4.64337e+06,12
291143,4.64137e+06,9
291935,4.64258e+06,12
289239,4.64206e+06,8
292518,4.64292e+06,12
290304,4.63538e+06,12
295128,4.64271e+06,9
291084,4.64108e+06,7
290475,4.64062e+06,7
292801,4.64222e+06,12
291833,4.6368e+06,12
293409,4.64328e+06,12
290086,4.64514e+06,12
291978,4.64407e+06,12
290043,4.64239e+06,9
292523,4.64291e+06,12
292245,4.64434e+06,12
292403,4.63733e+06,12
292282,4.6423e+06,12
291001,4.63907e+06,11
290565,4.64466e+06,12
293862,4.64286e+06,12
290993,4.6419e+06,10
292715,4.64269e+06,12
292534,4.6429e+06,12
292000,4.64371e+06,12
292746,4.64189e+06,12
290639,4.64415e+06,12
291027,4.64403e+06,12
291498,4.63645e+06,12
290150,4.64334e+06,12
289643,4.64198e+06,9
288947,4.64264e+06,12
286724,4.64136e+06,12
288986,4.63857e+06,12
291068,4.64404e+06,12
290351,4.6434e+06,12
292519,4.64291e+06,12
292334,4.64205e+06,12
283680,4.63293e+06,12
289731,4.63879e+06,12
290685,4.64129e+06,7
291371,4.63639e+06,12
289183,4.64306e+06,12
290471,4.64063e+06,7
290678,4.64129e+06,7
289346,4.63431e+06,12
294546,4.644e+06,12
290990,4.63906e+06,11
290852,4.64227e+06,10
291267,4.64199e+06,10
292087,4.64224e+06,12
290421,4.64285e+06,11
292038,4.64406e+06,12
289173,4.64252e+06,11
290972,4.64198e+06,10
291051,4.64402e+06,12
291799,4.64256e+06,12
292215,4.64226e+06,12
292409,4.64359e+06,12
291050,4.64402e+06,12
291344,4.64142e+06,12
291623,4.64463e+06,12
290264,4.64234e+06,10
290000,4.64589e+06,12
292556,4.64256e+06,12
292728,4.64192e+06,12
289809,4.6435e+06,12
292241,4.64193e+06,12
288101,4.64196e+06,12
289942,4.63439e+06,12
291725,4.64168e+06,11
292680,4.6418e+06,12
290746,4.64216e+06,9
273707,4.63064e+06,12
291132,4.64138e+06,9
288308,4.63877e+06,12
291195,4.64131e+06,9
285767,4.63413e+06,12
290900,4.64224e+06,9
300480,4.64512e+06,12
292330,4.64059e+06,12
292627,4.64178e+06,12
289663,4.64172e+06,7
291185,4.6388e+06,12
292737,4.64186e+06,12
293036,4.64298e+06,12
293026,4.64371e+06,12
291853,4.64256e+06,12
288593,4.64338e+06,12
293483,4.64336e+06,12
294854,4.6474e+06,12
292783,4.64276e+06,12
290629,4.64613e+06,12
284788,4.63358e+06,12
292325,4.64205e+06,12
293707,4.64535e+06,12
287716,4.64127e+06,12
294827,4.64574e+06,12
293564,4.64205e+06,11
295120,4.64272e+06,8
291923,4.64496e+06,12
289278,4.64205e+06,10
293798,4.64338e+06,12
291301,4.64015e+06,10
294986,4.64507e+06,12
293399,4.64328e+06,12
291241,4.64126e+06,9
292335,4.6428e+06,12
