x,y,SF
290102,4.64241e+06,9
290746,4.64288e+06,11
292089,4.64388e+06,12
289425,4.64175e+06,7
291062,4.64407e+06,12
291454,4.64396e+06,12
292070,4.64313e+06,12
282329,4.63693e+06,12
291989,4.64371e+06,12
291516,4.64244e+06,12
271465,4.63033e+06,12
291838,4.64248e+06,12
289636,4.64176e+06,7
291471,4.64201e+06,12
291823,4.64385e+06,12
292490,4.64301e+06,12
291243,4.64129e+06,9
291140,4.64248e+06,12
291221,4.6413e+06,9
290367,4.6418e+06,7
291926,4.64258e+06,12
289210,4.64252e+06,11
287780,4.64168e+06,12
291902,4.64165e+06,11
290551,4.64262e+06,11
292686,4.6418e+06,12
290841,4.64227e+06,10
290239,4.64235e+06,10
289952,4.63441e+06,12
290804,4.64152e+06,7
290801,4.64202e+06,9
291766,4.64044e+06,12
290770,4.64198e+06,8
290359,4.64144e+06,7
294142,4.64741e+06,12
291065,4.64404e+06,12
291941,4.64169e+06,11
292404,4.64191e+06,12
292239,4.63895e+06,12
291038,4.64401e+06,12
289715,4.63338e+06,12
291042,4.64198e+06,9
292732,4.64192e+06,12
290962,4.64201e+06,9
288988,4.64184e+06,8
290993,4.64068e+06,8
278671,4.63249e+06,12
292507,4.64286e+06,12
290455,4.64171e+06,9
292212,4.64191e+06,12
286496,4.64087e+06,12
289988,4.64237e+06,10
290769,4.64285e+06,11
291828,4.64195e+06,12
290353,4.64181e+06,7
295777,4.63932e+06,12
292731,4.64193e+06,12
288982,4.64252e+06,11
291719,4.64214e+06,12
291493,4.6385e+06,12
289939,4.6344e+06,12
292522,4.64291e+06,12
290015,4.64155e+06,7
290797,4.64228e+06,10
290880,4.63593e+06,12
289942,4.63439e+06,12
299790,4.6303e+06,12
291987,4.6437e+06,12
292521,4.64149e+06,12
291943,4.64377e+06,12
292317,4.64204e+06,12
292317,4.64205e+06,12
292197,4.64347e+06,12
275567,4.63158e+06,12
292322,4.64204e+06,12
290941,4.64315e+06,12
290395,4.64509e+06,12
293239,4.6402e+06,12
291073,4.64402e+06,12
290365,4.64182e+06,7
290308,4.64283e+06,12
295624,4.64556e+06,12
302197,4.64926e+06,12
302793,4.64882e+06,12
295660,4.64558e+06,12
301570,4.6491e+06,12
292742,4.6462e+06,12
301309,4.64901e+06,12
307839,4.65389e+06,12
307579,4.65357e+06,12
290731,4.63774e+06,12
292388,4.64256e+06,12
271640,4.63067e+06,12
292428,4.64293e+06,12
281842,4.63278e+06,12
271623,4.63065e+06,12
291247,4.64125e+06,8
288984,4.63312e+06,12
273695,4.6306e+06,12
291807,4.6416e+06,12
289125,4.64246e+06,10
273072,4.62992e+06,12
271563,4.63061e+06,12
290661,4.64129e+06,7
292968,4.64261e+06,12
289943,4.63439e+06,12
275511,4.63153e+06,12
289940,4.6344e+06,12
278827,4.63251e+06,12
291166,4.64137e+06,8
289544,4.64314e+06,12
273693,4.63065e+06,12
288989,4.64371e+06,12
291145,4.64196e+06,10
292256,4.64287e+06,12
290824,4.64418e+06,12
290124,4.6353e+06,12
289938,4.6344e+06,12
291956,4.64259e+06,12
291155,4.64046e+06,8
291933,4.64258e+06,12
289339,4.6343e+06,12
291236,4.64226e+06,12
293277,4.64318e+06,12
292459,4.64189e+06,12
291022,4.64058e+06,7
290877,4.64226e+06,10
289329,4.64048e+06,7
291061,4.64249e+06,11
289325,4.63431e+06,12
289318,4.63433e+06,12
289817,4.64175e+06,7
290676,4.64131e+06,7
289049,4.64182e+06,8
292890,4.64302e+06,12
290976,4.6408e+06,7
292264,4.63866e+06,12
291981,4.6437e+06,12
295768,4.64785e+06,12
306384,4.65152e+06,12
302510,4.6492e+06,12
306966,4.65248e+06,12
305693,4.65022e+06,12
294582,4.6387e+06,12
291067,4.64405e+06,12
288452,4.63511e+06,12
289952,4.63441e+06,12
284376,4.64039e+06,12
273734,4.63067e+06,12
290935,4.64392e+06,12
289338,4.6343e+06,12
277769,4.63242e+06,12
292536,4.64292e+06,12
290921,4.64314e+06,12
288991,4.64298e+06,12
291716,4.64102e+06,10
291104,4.64148e+06,9
289488,4.64175e+06,7
293913,4.63678e+06,12
290118,4.6415e+06,7
290379,4.6372e+06,12
292154,4.64346e+06,12
297533,4.64091e+06,10
293851,4.6401e+06,12
289596,4.64244e+06,9
292320,4.64205e+06,12
291122,4.64142e+06,8
291992,4.6437e+06,12
292726,4.6421e+06,12
289898,4.64112e+06,7
289955,4.63442e+06,12
292403,4.64345e+06,12
291423,4.64416e+06,12
291764,4.63933e+06,12
291994,4.64371e+06,12
287115,4.64115e+06,12
291029,4.64405e+06,12
271630,4.6307e+06,12
275576,4.63071e+06,12
291039,4.64193e+06,8
291174,4.64458e+06,12
273686,4.63062e+06,12
289966,4.64272e+06,10
293610,4.64188e+06,12
273707,4.63064e+06,12
290360,4.6418e+06,7
291989,4.64423e+06,12
290181,4.63677e+06,12
293100,4.64452e+06,12
293512,4.64605e+06,12
292291,4.65249e+06,12
290946,4.6439e+06,12
289632,4.64206e+06,7
292010,4.64608e+06,12
292639,4.642e+06,12
273692,4.63065e+06,12
292873,4.64284e+06,12
290882,4.63863e+06,12
273685,4.63062e+06,12
289946,4.6344e+06,12
273701,4.63063e+06,12
272586,4.62994e+06,12
281440,4.63274e+06,12
291127,4.6412e+06,9
272671,4.6299e+06,12
290827,4.63487e+06,12
273680,4.63061e+06,12
293261,4.6395e+06,12
292720,4.63964e+06,12
293270,4.6395e+06,12
293262,4.63949e+06,12
291077,4.64402e+06,12
289889,4.64323e+06,12
293262,4.63948e+06,12
298184,4.64183e+06,12
289253,4.63272e+06,12
291192,4.64186e+06,10
273687,4.63063e+06,12
291273,4.64121e+06,8
291121,4.64121e+06,9
293044,4.643e+06,12
291156,4.64125e+06,9
292749,4.64188e+06,12
290560,4.64231e+06,9
290868,4.63856e+06,12
289677,4.64351e+06,12
291058,4.64404e+06,12
291656,4.6421e+06,12
286025,4.6468e+06,12
292185,4.6434e+06,12
294103,4.6445e+06,12
288699,4.63772e+06,12
290494,4.64063e+06,7
294670,4.64753e+06,12
290310,4.63691e+06,12
294950,4.63828e+06,12
290171,4.64243e+06,11
275145,4.63126e+06,12
288971,4.63369e+06,12
273704,4.63062e+06,12
291324,4.64003e+06,9
291670,4.64211e+06,12
291896,4.64258e+06,12
291836,4.64255e+06,12
291044,4.64401e+06,12
293313,4.64321e+06,12
278320,4.62812e+06,12
292674,4.64185e+06,12
292255,4.64195e+06,12
290688,4.6413e+06,7
298404,4.63606e+06,12
300975,4.64312e+06,12
301973,4.64378e+06,12
302198,4.64137e+06,12
296800,4.64173e+06,8
301980,4.64384e+06,12
289148,4.64245e+06,10
295215,4.64187e+06,7
292995,4.64337e+06,12
294723,4.63903e+06,12
293236,4.64311e+06,12
292068,4.64051e+06,12
294465,4.64134e+06,8
292680,4.64371e+06,12
301920,4.64378e+06,12
282444,4.64148e+06,12
291665,4.6421e+06,12
291742,4.64218e+06,12
292363,4.64165e+06,12
290503,4.64216e+06,9
289937,4.63792e+06,12
291870,4.64164e+06,12
273695,4.63063e+06,12
291641,4.64201e+06,11
292628,4.64177e+06,12
293924,4.63857e+06,12
291845,4.64255e+06,12
291252,4.63957e+06,12
291243,4.641e+06,9
291024,4.64401e+06,12
292057,4.64177e+06,11
294651,4.64246e+06,9
294066,4.6412e+06,11
292026,4.64227e+06,12
290895,4.6425e+06,11
290684,4.64299e+06,12
291975,4.6416e+06,12
290039,4.63896e+06,12
291665,4.64211e+06,12
291171,4.64133e+06,8
291674,4.64211e+06,12
290345,4.64037e+06,7
290915,4.6422e+06,9
290333,4.64135e+06,7
290609,4.64109e+06,7
288704,4.63521e+06,12
291144,4.64123e+06,9
290400,4.64048e+06,7
291965,4.64172e+06,11
292585,4.64383e+06,12
291015,4.64181e+06,10
290351,4.64142e+06,7
292159,4.64419e+06,12
291160,4.64239e+06,12
291686,4.64086e+06,11
290370,4.64139e+06,7
291508,4.63993e+06,10
292292,4.63747e+06,12
291758,4.64283e+06,12
291068,4.64163e+06,8
293210,4.64205e+06,12
290751,4.64129e+06,7
289881,4.63973e+06,7
290281,4.6413e+06,7
290509,4.64137e+06,7
290606,4.64231e+06,11
290457,4.64157e+06,7
