x,y,SF
290228,4.64147e+06,7
288599,4.63761e+06,12
291237,4.6413e+06,9
291203,4.64126e+06,8
290920,4.64239e+06,10
290342,4.64144e+06,7
291028,4.64119e+06,9
291906,4.64074e+06,11
292519,4.6419e+06,12
289202,4.64218e+06,10
290364,4.64145e+06,7
291032,4.64116e+06,8
291535,4.64136e+06,10
290700,4.64172e+06,8
291834,4.64246e+06,12
292176,4.64189e+06,12
291778,4.6428e+06,12
290382,4.6418e+06,7
291190,4.64194e+06,10
293314,4.64016e+06,12
290329,4.64153e+06,7
292889,4.64105e+06,12
292016,4.64178e+06,12
291196,4.64131e+06,9
290970,4.64087e+06,9
291698,4.64272e+06,12
292277,4.63952e+06,12
283164,4.63333e+06,12
236725,4.66114e+06,12
297456,4.63692e+06,12
291542,4.64133e+06,10
296749,4.63904e+06,12
289225,4.64247e+06,11
291675,4.641e+06,9
287372,4.6412e+06,12
295723,4.64136e+06,7
293632,4.64388e+06,12
292146,4.64185e+06,12
292833,4.64217e+06,12
286616,4.63446e+06,12
290728,4.64118e+06,7
293709,4.64535e+06,12
289723,4.64133e+06,7
289829,4.64121e+06,7
290063,4.64095e+06,7
290155,4.64591e+06,12
290085,4.64091e+06,7
291364,4.64226e+06,10
293850,4.65134e+06,12
291522,4.64099e+06,9
286255,4.64374e+06,12
290075,4.64091e+06,7
294697,4.64397e+06,12
292261,4.64195e+06,12
290494,4.64082e+06,7
290489,4.64343e+06,12
271655,4.63065e+06,12
292684,4.6418e+06,12
292447,4.6416e+06,12
292709,4.64181e+06,12
291015,4.64181e+06,9
290099,4.64091e+06,7
291104,4.64247e+06,12
290098,4.6409e+06,7
291735,4.64216e+06,12
292980,4.64228e+06,12
294385,4.64033e+06,9
289215,4.64232e+06,10
291939,4.63914e+06,12
290085,4.64092e+06,7
291020,4.64056e+06,8
291291,4.6401e+06,10
282512,4.63944e+06,12
294416,4.64886e+06,12
291501,4.64131e+06,10
290069,4.64152e+06,7
291032,4.64114e+06,8
291035,4.64113e+06,8
290698,4.6413e+06,7
273645,4.63065e+06,12
291033,4.64114e+06,8
290157,4.64338e+06,12
292684,4.6418e+06,12
292698,4.64161e+06,12
290051,4.64437e+06,12
289546,4.64509e+06,12
289358,4.64167e+06,7
289136,4.64263e+06,11
290962,4.64251e+06,12
294578,4.63917e+06,12
294970,4.64503e+06,12
291811,4.6424e+06,12
290379,4.64182e+06,7
291941,4.64388e+06,12
292205,4.64188e+06,12
291842,4.64255e+06,12
290389,4.64181e+06,7
291276,4.64119e+06,8
291170,4.64129e+06,9
293185,4.64264e+06,12
292878,4.64049e+06,12
291736,4.64169e+06,9
290690,4.6413e+06,7
291026,4.64115e+06,8
290704,4.6413e+06,7
290132,4.63535e+06,12
299730,4.63007e+06,12
289595,4.64556e+06,12
296267,4.64082e+06,7
293246,4.64021e+06,12
292479,4.64138e+06,12
284532,4.64326e+06,12
291705,4.64278e+06,12
290700,4.64129e+06,7
290370,4.64181e+06,7
299766,4.6303e+06,12
290927,4.63896e+06,12
294214,4.64197e+06,9
292109,4.64264e+06,12
291139,4.64133e+06,9
290097,4.6409e+06,7
290021,4.64118e+06,7
289211,4.64207e+06,9
291125,4.6423e+06,10
289861,4.64171e+06,7
288148,4.64304e+06,12
292180,4.64218e+06,12
290670,4.64163e+06,7
290654,4.64122e+06,7
289720,4.64176e+06,9
290050,4.64096e+06,7
290545,4.64289e+06,10
290490,4.64086e+06,7
290978,4.64195e+06,9
294583,4.63895e+06,12
290324,4.64341e+06,12
291125,4.64142e+06,8
291485,4.64457e+06,12
299607,4.63008e+06,12
291497,4.64205e+06,10
291083,4.64193e+06,10
289982,4.64439e+06,12
290058,4.64154e+06,7
291587,4.64482e+06,12
290912,4.64233e+06,11
288503,4.64178e+06,11
290088,4.64152e+06,7
292670,4.6418e+06,12
290351,4.64144e+06,7
290733,4.6429e+06,12
289375,4.63481e+06,12
295123,4.64277e+06,8
291216,4.64257e+06,12
292566,4.64136e+06,12
291719,4.64218e+06,12
291238,4.64228e+06,11
291826,4.64255e+06,12
292006,4.64205e+06,12
287908,4.64702e+06,12
291297,4.64221e+06,11
290866,4.64231e+06,11
289110,4.64193e+06,10
290366,4.64144e+06,7
291832,4.64255e+06,12
297411,4.63696e+06,12
291852,4.64256e+06,12
290576,4.64213e+06,8
289319,4.63432e+06,12
299008,4.63838e+06,12
296774,4.64166e+06,7
297549,4.64363e+06,12
298086,4.65069e+06,12
290225,4.64095e+06,7
283223,4.63306e+06,12
288866,4.63619e+06,12
293699,4.64423e+06,12
290475,4.64075e+06,7
290959,4.64119e+06,8
290486,4.64082e+06,7
289734,4.63538e+06,12
290493,4.64064e+06,7
291576,4.64217e+06,12
291121,4.64115e+06,8
291700,4.64274e+06,12
291583,4.64484e+06,12
289960,4.64105e+06,7
298074,4.63931e+06,12
298065,4.63931e+06,12
290433,4.64181e+06,7
290578,4.64231e+06,10
290069,4.63723e+06,12
288041,4.64308e+06,12
289291,4.64126e+06,7
289866,4.63905e+06,11
291701,4.64274e+06,12
295132,4.6427e+06,7
293337,4.64174e+06,12
290865,4.64318e+06,12
291714,4.64278e+06,12
291819,4.64242e+06,12
285727,4.63367e+06,12
290817,4.6413e+06,7
291723,4.64276e+06,12
292030,4.64356e+06,12
291032,4.64194e+06,9
290965,4.63917e+06,12
292995,4.64259e+06,12
293324,4.64082e+06,12
288693,4.64174e+06,11
291065,4.64403e+06,12
291737,4.64214e+06,12
290698,4.64132e+06,7
291548,4.64262e+06,12
293180,4.64463e+06,12
290025,4.63992e+06,7
291038,4.64111e+06,8
291720,4.64275e+06,12
290077,4.64091e+06,7
294183,4.64486e+06,12
289593,4.6437e+06,12
287673,4.64069e+06,12
290040,4.64309e+06,12
289876,4.64299e+06,12
290086,4.64092e+06,7
293349,4.63906e+06,12
291829,4.64191e+06,12
292707,4.64095e+06,12
289564,4.64227e+06,10
290102,4.6409e+06,7
291229,4.64227e+06,11
290232,4.64383e+06,12
288949,4.6435e+06,12
291528,4.64125e+06,10
291207,4.64129e+06,9
291981,4.6391e+06,12
291580,4.64096e+06,10
291276,4.64194e+06,12
290073,4.64093e+06,7
289839,4.64108e+06,7
290097,4.6409e+06,7
290072,4.64238e+06,8
290955,4.64201e+06,9
290079,4.64092e+06,7
292489,4.6419e+06,12
290078,4.64092e+06,7
292675,4.64204e+06,12
289659,4.64171e+06,7
290095,4.64091e+06,7
290272,4.64075e+06,7
286447,4.64286e+06,12
272721,4.6298e+06,12
280712,4.62359e+06,12
293111,4.64135e+06,11
290563,4.64226e+06,10
290107,4.6409e+06,7
290414,4.6407e+06,7
293783,4.64361e+06,12
291723,4.6422e+06,12
291193,4.6413e+06,9
291855,4.64194e+06,12
292353,4.6436e+06,12
292204,4.64215e+06,12
290082,4.64092e+06,7
292692,4.6418e+06,12
289737,4.64739e+06,12
292520,4.64291e+06,12
289987,4.64104e+06,7
293681,4.64217e+06,12
291845,4.64256e+06,12
292795,4.6429e+06,12
290623,4.6423e+06,10
291089,4.64245e+06,12
288731,4.64327e+06,12
291575,4.63574e+06,12
291693,4.64211e+06,12
291982,4.64184e+06,12
285732,4.63704e+06,12
290751,4.64228e+06,11
290363,4.6418e+06,7
290690,4.6413e+06,7
289851,4.64172e+06,7
290343,4.64038e+06,7
291753,4.64278e+06,12
290403,4.64298e+06,11
290475,4.64063e+06,7
290260,4.64205e+06,8
290409,4.6418e+06,7
289782,4.63853e+06,12
292523,4.64291e+06,12
294722,4.64065e+06,9
294449,4.64223e+06,9
290052,4.63997e+06,7
291017,4.63142e+06,12
292729,4.64206e+06,12
296060,4.64081e+06,7
292880,4.64049e+06,12
284717,4.63014e+06,12
284724,4.63016e+06,12
292499,4.64191e+06,12
290476,4.64062e+06,7
290284,4.64224e+06,9
296668,4.63584e+06,12
291384,4.6411e+06,10
291198,4.64254e+06,11
293478,4.64571e+06,12
290242,4.64213e+06,8
291236,4.64229e+06,11
294086,4.64069e+06,12
292223,4.64253e+06,12
292460,4.64059e+06,12
289794,4.64177e+06,9
290069,4.64152e+06,7
291156,4.64139e+06,9
290654,4.64121e+06,7
290482,4.64062e+06,7
277688,4.6324e+06,12
290956,4.64436e+06,12
290195,4.64244e+06,10
294655,4.64004e+06,11
290473,4.64071e+06,7
290549,4.64103e+06,7
291325,4.63987e+06,10
290367,4.64145e+06,7
292047,4.64177e+06,12
292551,4.64292e+06,12
293219,4.64089e+06,12
292441,4.64244e+06,12
291794,4.63986e+06,10
295995,4.64076e+06,7
289698,4.64162e+06,7
291227,4.6381e+06,12
290499,4.64063e+06,7
288246,4.64392e+06,12
291177,4.64197e+06,10
290462,4.64063e+06,7
291413,4.64131e+06,9
288875,4.63584e+06,12
290181,4.64099e+06,7
290490,4.64063e+06,7
289985,4.64158e+06,7
290960,4.64117e+06,7
291925,4.6396e+06,11
292219,4.63821e+06,12
288411,4.64286e+06,12
288915,4.64276e+06,12
290762,4.64287e+06,12
291940,4.64108e+06,12
290398,4.64178e+06,7
293142,4.63941e+06,12
290496,4.6409e+06,7
290363,4.64183e+06,7
293170,4.64091e+06,12
292853,4.64426e+06,12
289908,4.63813e+06,12
293027,4.64177e+06,12
290359,4.64181e+06,7
290625,4.64164e+06,7
292523,4.64292e+06,12
288190,4.63473e+06,12
290000,4.63988e+06,7
289921,4.64166e+06,7
290679,4.6413e+06,7
292527,4.64291e+06,12
290388,4.64141e+06,7
290487,4.64063e+06,7
294447,4.64537e+06,12
290467,4.64063e+06,7
290474,4.64062e+06,7
291045,4.64114e+06,8
290477,4.64062e+06,7
292009,4.64071e+06,12
293079,4.64449e+06,12
290478,4.64081e+06,7
291580,4.64097e+06,10
292326,4.64208e+06,12
290070,4.64094e+06,7
291617,4.6421e+06,12
292189,4.63816e+06,12
290495,4.64062e+06,7
291204,4.64138e+06,9
290022,4.63993e+06,7
271611,4.63064e+06,12
291271,4.6432e+06,12
290147,4.6421e+06,9
294156,4.63966e+06,12
291262,4.6398e+06,10
290384,4.64181e+06,7
290293,4.642e+06,8
292245,4.63997e+06,12
291803,4.63928e+06,12
291444,4.64105e+06,9
292323,4.63743e+06,12
287354,4.64114e+06,12
291842,4.64246e+06,12
289872,4.64192e+06,7
290213,4.64073e+06,7
292129,4.64253e+06,12
291035,4.64174e+06,9
290411,4.64181e+06,7
293283,4.64016e+06,12
291871,4.64421e+06,12
290377,4.64181e+06,7
288998,4.64721e+06,12
290381,4.64181e+06,7
288971,4.6426e+06,12
290302,4.64199e+06,8
290397,4.6418e+06,7
292035,4.64399e+06,12
292232,4.63864e+06,12
292208,4.63713e+06,12
290242,4.64727e+06,12
291011,4.64182e+06,9
289846,4.63867e+06,12
291018,4.6418e+06,9
287219,4.64178e+06,12
290100,4.6409e+06,7
289172,4.64252e+06,11
290200,4.64243e+06,10
291670,4.64213e+06,12
291856,4.64196e+06,12
294542,4.64334e+06,12
288245,4.64377e+06,12
291432,4.64207e+06,12
290361,4.64139e+06,7
290913,4.63884e+06,12
290620,4.64162e+06,7
290372,4.64144e+06,7
290146,4.64243e+06,10
290638,4.64157e+06,7
291245,4.64221e+06,11
290972,4.64203e+06,9
293331,4.64333e+06,12
290689,4.64284e+06,12
291387,4.63719e+06,12
291165,4.64248e+06,11
286588,4.64479e+06,12
291050,4.64251e+06,12
291128,4.64246e+06,11
288265,4.64492e+06,12
291111,4.64246e+06,12
291144,4.64248e+06,11
291184,4.64213e+06,10
291435,4.64204e+06,10
291101,4.64247e+06,12
291215,4.64283e+06,12
290098,4.6409e+06,7
291860,4.64257e+06,12
291839,4.64256e+06,12
292308,4.6421e+06,12
292045,4.63842e+06,12
291361,4.63927e+06,12
291904,4.64381e+06,12
289144,4.64283e+06,11
290092,4.64086e+06,7
290388,4.64181e+06,7
290225,4.64279e+06,12
290351,4.64628e+06,12
271611,4.63065e+06,12
291080,4.64407e+06,12
291225,4.64228e+06,11
288338,4.64484e+06,12
290450,4.64538e+06,12
291859,4.64108e+06,12
287489,4.63332e+06,12
290764,4.64083e+06,7
292941,4.64033e+06,12
288516,4.64154e+06,11
289664,4.64173e+06,7
290668,4.64131e+06,7
290395,4.64181e+06,7
289535,4.64181e+06,7
290457,4.64065e+06,7
292163,4.64127e+06,12
291634,4.64211e+06,12
290367,4.64144e+06,7
292552,4.64175e+06,12
293524,4.64145e+06,12
290468,4.64071e+06,7
290674,4.64129e+06,7
290675,4.64131e+06,7
290687,4.64129e+06,7
288467,4.64308e+06,12
290352,4.64181e+06,7
293723,4.63706e+06,12
291113,4.64146e+06,9
289812,4.64175e+06,7
290457,4.64168e+06,8
290933,4.64122e+06,8
291080,4.6416e+06,9
291735,4.64152e+06,11
290405,4.64206e+06,9
290959,4.63647e+06,12
285596,4.6412e+06,12
293210,4.64161e+06,12
291779,4.64281e+06,12
290367,4.64181e+06,7
290365,4.64145e+06,7
290060,4.64152e+06,7
289858,4.64045e+06,7
293796,4.64362e+06,12
291393,4.64137e+06,9
289206,4.6422e+06,10
290418,4.64181e+06,7
292214,4.64293e+06,12
289573,4.64159e+06,7
290476,4.64147e+06,7
291637,4.64211e+06,12
293134,4.64168e+06,12
292206,4.63712e+06,12
286375,4.63455e+06,12
291871,4.64107e+06,12
290338,4.64086e+06,7
295134,4.64272e+06,8
294969,4.64344e+06,11
294591,4.64523e+06,12
295048,4.64464e+06,12
294229,4.63999e+06,12
289186,4.64298e+06,12
290840,4.63517e+06,12
294167,4.64279e+06,10
295141,4.64273e+06,8
289290,4.64616e+06,12
294526,4.64537e+06,12
295149,4.64272e+06,8
294579,4.64399e+06,12
295154,4.64274e+06,8
